Date,DailyVolume,DailyReturn
23/8/2012,1231818600,0.012292018
24/8/2012,1124259600,-0.012527713
27/8/2012,1211797900,-0.004092518
28/8/2012,1077330100,0.000663219
29/8/2012,1075024000,-0.001175613
30/8/2012,1453043300,-0.011905879
31/8/2012,1346966500,-0.00359741
3/9/2012,1166337700,0.003933805
4/9/2012,1146614900,-0.006610736
5/9/2012,1773167600,-0.014659864
6/9/2012,1360569200,0.003354935
7/9/2012,3303572400,0.030863142
10/9/2012,3198134800,0.001262982
11/9/2012,1623644500,0.001548932
12/9/2012,1365032900,0.010953322
13/9/2012,1237079000,-0.001382776
14/9/2012,2554583000,0.029038266
17/9/2012,1548748900,0.001373261
18/9/2012,1445956300,-0.002719498
19/9/2012,1938983200,0.011648446
20/9/2012,1501413600,-0.012042573
21/9/2012,1842999800,0.006994322
24/9/2012,977714200,-0.001940697
25/9/2012,1066825300,0.000192342
26/9/2012,1112532000,-0.008258943
27/9/2012,1740972000,0.011426426
28/9/2012,1403623200,0.003761233
1/10/2012,0,0
3/10/2012,1378884900,0.002298348
4/10/2012,1025617100,0.000941673
5/10/2012,1290461900,0.004994829
8/10/2012,1350069800,-0.008938555
9/10/2012,1542861900,0.005412779
10/10/2012,1236864700,-0.000844412
11/10/2012,2550414800,0.00379793
12/10/2012,2318876200,0.006542148
15/10/2012,1352365700,0.000559239
16/10/2012,1498826100,0.002781332
17/10/2012,1714967600,0.009882096
18/10/2012,2154856400,0.004765935
19/10/2012,1639351400,0.001535818
22/10/2012,1466782700,0.006764692
24/10/2012,1711748800,0.00305235
25/10/2012,1633405600,0.002134334
26/10/2012,1655334600,-0.01213468
29/10/2012,1430951700,-0.001602164
30/10/2012,1426440700,-0.003833876
31/10/2012,1546082800,0.009951207
1/11/2012,1671155300,0.008319486
2/11/2012,1853113600,0.013264718
5/11/2012,1165502600,-0.004745517
6/11/2012,1317598200,-0.002816031
7/11/2012,1555286100,0.007082432
8/11/2012,1668424200,-0.024115071
9/11/2012,1455863300,-0.008463396
12/11/2012,922157200,0.002147358
13/11/2012,1349937200,-0.011276108
14/11/2012,1302165900,0.011956394
15/11/2012,1408099400,-0.015533098
16/11/2012,1146325100,0.002372459
19/11/2012,1100673100,0.004870303
20/11/2012,1169937500,-0.001588804
21/11/2012,1358588100,0.013947437
22/11/2012,1449478500,0.010167078
23/11/2012,1337229900,0.007854467
26/11/2012,1074310800,-0.002380668
27/11/2012,1205019200,-0.000813348
28/11/2012,1272896700,-0.006182414
29/11/2012,1272038400,0.009853533
30/11/2012,1829162400,0.00490355
3/12/2012,1222931400,-0.01191722
4/12/2012,1236799200,0.001475621
5/12/2012,2465522000,0.021602756
6/12/2012,1474980800,-0.000947407
7/12/2012,1830833200,-0.002635556
10/12/2012,1388628000,0.003855172
11/12/2012,1585416300,0.002119645
12/12/2012,1856501400,0.008036671
13/12/2012,1475964000,-0.002567153
14/12/2012,1771220400,0.00714619
17/12/2012,1451263500,-0.004086135
18/12/2012,3217316000,-0.000838555
19/12/2012,1577167800,0.005718614
20/12/2012,1620967700,0.001609405
21/12/2012,1805720400,-0.006773686
24/12/2012,560264800,0.001550261
26/12/2012,0,0
27/12/2012,1053372600,0.003486934
28/12/2012,1043816200,0.002069452
31/12/2012,685413000,-0.000426616
2/1/2013,2129252800,0.028912162
3/1/2013,2211207000,0.003715649
4/1/2013,1505752800,-0.002885205
7/1/2013,1401515000,-5.74E-05
8/1/2013,1461679100,-0.009368319
9/1/2013,1518554800,0.004641961
10/1/2013,1911808400,0.005850508
11/1/2013,1526867400,-0.003863965
14/1/2013,1559383600,0.00641287
15/1/2013,1450147700,-0.001356069
16/1/2013,1370170300,-0.001048672
17/1/2013,1316299000,-0.000737701
18/1/2013,1934485200,0.011226317
21/1/2013,1104208000,-0.000460522
22/1/2013,1361101400,0.002885861
23/1/2013,1536963300,-0.001009791
24/1/2013,1428556300,-0.001531587
25/1/2013,1620959000,-0.000782693
28/1/2013,1443566900,0.003878266
29/1/2013,3153976000,-0.00070594
30/1/2013,1961876000,0.007055144
31/1/2013,1829300400,-0.003884267
1/2/2013,1629063500,-0.000324046
4/2/2013,2739062400,-0.001552581
5/2/2013,2488035600,-0.022650633
6/2/2013,1654525000,0.00468282
7/2/2013,2020632400,-0.003436812
8/2/2013,1825561400,0.001646467
11/2/2013,0,0
12/2/2013,0,0
13/2/2013,0,0
14/2/2013,1528919300,0.00853278
15/2/2013,1055545200,0.0013373
18/2/2013,1033227800,-0.002671029
19/2/2013,1434540900,-0.010180049
20/2/2013,1562429800,0.007064493
21/2/2013,2061812600,-0.017193684
22/2/2013,1623906800,-0.005423332
25/2/2013,1074747100,0.001652177
26/2/2013,1520934400,-0.013163434
27/2/2013,1682329600,0.002545342
28/2/2013,2105669200,0.019633236
1/3/2013,2069275200,-0.006083718
4/3/2013,2172137600,-0.014965334
5/3/2013,1843253400,0.001006728
6/3/2013,1755859400,0.009633645
7/3/2013,1282193100,-0.000280992
8/3/2013,1852113200,0.014075077
11/3/2013,1292207200,-4.89E-05
12/3/2013,1564247400,-0.008671009
13/3/2013,1821517600,-0.014588924
14/3/2013,1927863000,0.0027721
15/3/2013,2906999600,-0.003805192
18/3/2013,2245928400,-0.019959518
19/3/2013,1655008800,-0.001879243
20/3/2013,1771354000,0.009735117
21/3/2013,1622168700,-0.001373023
22/3/2013,1515505100,-0.004975284
25/3/2013,1543646900,0.006142788
